id,name,type,city,subcountry,country
4183,kimo international,ngo,lerwick,shetland,united kingdom
4184,kindness dot my,ngo,kuala lumpur,,malaysia
4185,king prajadhipok's institute,sci,bangkok,,thailand
4186,king salman humanitarian aid and relief center,ngo,riyadh,,saudi arabia
4187,kingfisher plc,priv,london,,united kingdom
4188,kipcalor energetics llc,priv,budapest,,hungary
4189,kiribati,natgov,south tarawa,,kiribati
4190,kirin,priv,toyko,,japan
4191,kirkland and ellis,priv,chicago,,united states
4192,kirkpatrick and lockhart nicholson graham llp,priv,london,,united kingdom
4193,kisan seva samiti,ngo,basti,,india
4194,kitakyushu,subgov,kitakyushu,,japan
4195,kite ghana,ngo,accra,,ghana
4196,klaipeda,subgov,klaipeda,,lithuania
4197,klickex,priv,auckland,,new zealand
4198,kmanek supermarket,priv,dili,,timor-leste
4199,knipbio,priv,lowell,,united states
4200,knolle magnetrans,priv,san francisco,,united states
4201,knowlarity communications,priv,singapore,,singapore
4202,koc university,acad,istanbul,,turkey
4203,kokoda roots adventures,priv,port moresby,,paupa new guinea
4204,kokua hawaii foundation,ngo,hale'iwa,,united states
4205,komatsu,priv,toyko,,japan
4206,komfo anokye hospital,priv,kumasi,,ghana
4207,komite penghapusan bensin bertimbel,ngo,jakarta,,indonesia
4208,kongsberg maritime,priv,Kongsberg,,Norway
4209,koninklijke nederladse plantenziektenkundige vereniging te wageningen,ngo,wageningen,,netherlands
4210,kono eastern community development association,ngo,freetown,,sierra leone
4211,konsorsium pembaruan agraria,ngo,jakarta,,indonesia
4212,konsumentfreningen stockholm,priv,stockholm,,sweden
4213,konya teknokent,sci,konya,,turkey
4214,koperasi serba usaha bali anyar,ngo,denpasar,,indonesia
4215,kopernik,ngo,ubud,,indonesia
4216,korea environment institute,sci,yeongi-gun,,south korea
4217,korea institute of ocean science and technology,sci,ansan,,south korea
4218,korea marine environment management corporation,priv,seoul,,south korea
4219,korea maritime institute,acad,busan,,south korea
4220,korea ocean research and development institute,sci,ansan,,south korea
4221,korea overseas fisheries association,priv,seoul,,south korea
4222,korea university,acad,seoul,,south korea
4223,korean advanced institute of science and technology,acad,daejeon,,south korea
4224,korean air,priv,seoul,,south korea
4225,korean association for green campus initiative,ngo,seoul,,south korea
4226,korean association for supporting the sdgs for the un,ngo,seoul,,south korea
4227,korean atomic energy research institute,acad,daejeon,,south korea
4228,korean institute of ocean science and technology,sci,basan,,south korea
4229,korean national commission for unesco,ngo,seoul,,south korea
4230,korean network for coastal conservation,ngo,ansan city,,south korea
4231,korean senior citizens association,ngo,seoul,,south korea
4232,korean society for indoor environment,ngo,seoul,,south korea
4233,korean society of agriculture engineers,ngo,seoul,,south korea
4234,korean transport institute,sci,sejong city,,south korea
4235,koreo,ngo,london,,united kingdom
4236,k-organic producers,ngo,tarawa,,kiribati
4237,kosif (korea sustainability investing forum),ngo,seoul,,south korea
4238,kosrae conservation and safety organization,ngo,pohnpei,,micronesia
4239,kota marudu,subgov,kota marudu,,malaysia
4240,kotor municipality,subgov,kotor,,montenegro
4241,kovalam surf club,ngo,kovalam,,india
4242,kpmg,priv,amstelveen,,netherlands
4243,kraft,priv,chicago,,united states
4244,krnov,subgov,krnov,,croatia
4245,ks enterprise,priv,oslo,,norway
4246,kt corporation,priv,seongnam,,south korea
4247,kta super stores,priv,hilo,,united states
4248,kua,ngo,kane'ohe,,united states
4249,kuala lumpur city hall training institute,ngo,kuala lumpur,,malaysia
4250,kudat,subgov,kudat,,malaysia
4251,kudat turtle conservation society,ngo,kudat,,malaysia
4252,kuemar,ngo,guanacaste,,costa rica
4253,kukulkan foundation,ngo,guatemala city,,guatemala
4254,kuleana microlending,priv,honolulu,,united states
4255,kumamoto city,subgov,kumamoto city,,japan
4256,kumasi institute of technology and environment,ngo,accra,,ghana
4257,kunsan university,acad,gunsan,,south korea
4258,kupu hawaii,ngo,honolulu,,united states
4259,kurdistan subnational government ministry of labour and social affairs,subgov,erbil,,iraq
4260,kustom gaden association,ngo,honiara,,solomon islands
4261,kuwait,natgov,kuwait city,,kuwait
4262,kuwait institute for scientific research,sci,safat,,kuwait
4263,kuwait medical student association,ngo,kuwait city,,kuwait
4264,kuza biashara,ngo,nairobi,,kenya
4265,kvadrat,priv,ebeltoft,,denmark
4266,kwame nkrumah university of science and technology,acad,kumasi,,ghana
4267,kwantu,priv,cape town,,south africa
4268,kwazulu-natal,subgov,durban,,south africa
4269,kwi management consultants & auditors gmbh,priv,vienna,,austria
4270,kyosiga community christian association for development,ngo,kampala,,uganda
4271,kyoto university,acad,kyoto,,japan
4272,kyotoclub,ngo,rome,,italy
4273,kyo-ya hotels and resort,priv,honolulu,,united states
4274,kyrgyz climate network infoik,ngo,bishkek,,kyrgyz republic
4275,kyrgyz mining association,ngo,bishkek,,kyrgyz republic
4276,kyrgyz republic,natgov,bishkek,,kyrgyz republic
4277,kyushu university,acad,fukuoka,,japan
4278,l.o.o.p. (life out of plastic),priv,lima,,peru
4279,la guardia foundation,ngo,new york city,,united states
4280,la rochelle business school,acad,la rochelle,,france
4281,la salle saltillo university,acad,saltillo,,mexico
4282,la trobe university,acad,melbourne,,australia
4283,laboratoire ese,sci,orsay,,france
4284,laboratoria,ngo,new york city,,united states
4285,laboratory efficiency action network,ngo,bristol,,united kingdom
4286,laboratory studies in space geophysics and ocanography,acad,toulouse,,france
4287,lady elliot island eco resort,priv,coolingatta,,australia
4288,lady lawyer foundation,ngo,bologna,,italy
4289,laerdal global health,ngo,stavanger,,norway
4290,lafarge,priv,paris,,france
4291,lafargeholcim foundation,ngo,zurich,,switzerland
4292,lagos state,subgov,ikeja,,nigeria
4293,lagos state teaching university hospital,acad,lagos,,nigeria
4294,lagos waste management authority,priv,lagos,,nigeria
4295,lahore chamber of commerce and industries,ngo,lahore,,pakistan
4296,lakas at pagkakaisa ng asosasyon sa san pedro,ngo,san pedro,,philippines
4297,lake chad basin commission,intergov,n'djamena,,chad
4298,lake naivasha growers group,ngo,naivasha,,kenya
4299,lake naivasha water resource users association,ngo,naivasha,,kenya
4300,lancaster university,acad,lancashire,,united kingdom
4301,land and human to advocate progress,ngo,amman,,jordan
4302,land institute,ngo,salinsa,,united states
4303,landcare,sci,lincoln,,new zealand
4304,landcare research new zealand,sci,lincoln,,new zealand
4305,landes bioscience,priv,austin,,united states
4306,landgas technology llc,priv,chicago,,united states
4307,landless peoples movement,ngo,windhoek,,namibia
4308,landmarks berhad,priv,kuala lumpur,,malaysia
4309,lankwantanan municipal assembly,subgov,madina,,ghana
4310,lanzhou university center for western environmental and social development,acad,lanzhou,,china
4311,laos,natgov,vientiane,,laos
4312,lappeenranta university of technology,acad,Lappeenranta,,Finland
4313,larecoturh,ngo,la ceiba,,honduras
4314,large marine vertebrate research institute philippines,sci,bohon,,phillipines
4315,las gilces commune,ngo,crucita,,ecuador
4316,las gilces group of young people,ngo,las gilces,,ecuador
4317,l'association canadienne des géographes,ngo,ottawa,,canada
4318,last frontiers,priv,waddeston,,united kingdom
4319,last great ape organization,ngo,yaounde,,cameroon
4320,last mile health,ngo,boston,,united states
4321,latin america sea turtles - last,sci,san jose,,costa rica
4322,latin american association of water and sanitation operators,ngo,mexico city,,mexico
4323,latin american center of administration for development,ngo,caracas,,venezuela
4324,latin american energy organization,ngo,quito,,ecuador
4325,latin american faculty of social sciences,ngo,curridabat,,costa rica
4326,latin american network of non-governmental organizations of persons with disabilities and their families,ngo,quito,,ecuador
4327,latin american organization of intermediate governments,ngo,quito,,ecuador
4328,latter-day saint charities,ngo,salt lake city,,united states
4329,latvia,natgov,riga,,latvia
4330,latvian agricultural university,acad,jelgava,,latvia
4331,laval university,acad,quebec,,canada
4332,lavezares,subgov,lavezares,,phillipines
4333,law and democracy foundation,ngo,lviv,,ukraine
4334,law for a green planet institute,ngo,rio de janeiro,,brazil
4335,lawyer's environmental action team,ngo,dar es salaam,,tanzania
4336,lawyers for a green planet institute,ngo,rio de janeiro,,brazil
4337,ldh,priv,rotterdam,,netherlands
4338,lead group,acad,tokyo,,japan
4339,lead pakistan,ngo,islamabad,,pakistan
4340,leadership empowerment action development,ngo,le morne,,mauritius
4341,league for the defense of the environment,ngo,la paz,,bolivia
4342,league for the protection of nature,ngo,lisbon,,portugal
4343,league of american bicyclists,ngo,washington dc,,united states
4344,league of arab states,intergov,cairo,,egypt
4345,league of education,ngo,caen,,france
4346,leak surveys inc.,priv,early,,united states
4347,learn,ngo,quezon city,,phillippines
4348,learn nature computech,priv,raipur,,india
4349,learning about forests,ngo,copenhagen,,denmark
4350,learning section of colombia dai,acad,bogota,,colombia
4351,leatherback trust,ngo,tamarindo,,costa rica
4352,lebanon,natgov,beirut,,lebanon
